event_date,weather_condition,location,country,latitude,longitude,make,model,purpose_of_flight,broad_phase_of_flight,amateur_built,registration_number,engine_type1,injury_severity,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,people_on_board,pilot_type,no_of_engines1
 09/05/2018 ,vmc,"Domažlická 1059, Plzen - Skvrnany, Czech Republic", Czech Republic ,49.7327971,13.3180843,robinson,r44,unknown,maneuvering,no,,reciprocating,fatal(4),4,0,0,0,4,unknown,1
 09/03/2018 ,unknown,"Santa Ana, CA", United States ,33.7494951,-117.8732213,guimbal,cabri,instructional,unknown,no, N401SH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 09/03/2018 ,vmc,"DELAWARE, OH", United States , 40.278611 , -83.103889 ,schweizer,269,personal,landing,no, N139JS ,reciprocating,non-fatal,0,0,0,1,1,private,1
 09/03/2018 ,vmc,"Orchard Lake, MI", United States , 42.572223 , -83.395000 ,md_helicopters,369,personal,takeoff,no, N1601Y ,turbine,non-fatal,0,1,0,0,1,private,1
 08/29/2018 ,unknown,"Girdwood, AK", United States , 60.284444 , -152.453333 ,robinson,r44,business,unknown,no, N99645 ,reciprocating,np.nan,0,0,0,0,0,professional,1
 08/25/2018 ,vmc,"Dardanelle, CA", United States , 38.355833 , -119.842500 ,bell,212,firefighting,approach,no, N512TA ,turbine,non-fatal,0,1,0,0,1,professional,2
 08/24/2018 ,vmc,"Corvallis, OR", United States , 44.500000 , -123.283334 ,robinson,r22,instructional,landing,no, N4085T ,reciprocating,non-fatal,0,0,1,0,1,instructional,1
 08/22/2018 ,unknown,"Ridgeway, PA", United States , 41.401111 , -78.561389 ,hughes,369,aerial observation,unknown,no, N89ZC ,turbine,non-fatal,0,0,0,2,2,professional,1
 08/21/2018 ,vmc,"Granger, TX", United States , 30.690277 , -97.400556 ,hughes,369,instructional,maneuvering,no, N530FU ,turbine,fatal(2),2,0,0,0,2,instructional,1
 08/19/2018 ,unknown,"Hilo, HI", United States , 19.643611 , -154.984444 ,eurocopter,ec130,other work use,unknown,no, N11QP ,turbine,non-fatal,0,0,1,1,2,professional,1
 08/18/2018 ,unknown,"Battle Mountain, NV", United States ,40.6421334,-116.9342671,bell,206,aerial observation,unknown,no, N8052G ,turbine,np.nan,0,0,0,0,0,professional,1
 08/17/2018 ,vmc,"Ulladulla, Australia", Australia ,-35.3621503,150.4751713,bolkow,bk117,unknown,maneuvering,no,,turbine,fatal(1),1,0,0,0,1,unknown,2
 08/17/2018 ,vmc,"Riverside, CA", United States , 33.930834 , -117.447500 ,hughes,369,instructional,unknown,no, N105JL ,turbine,non-fatal,0,1,1,0,2,instructional,1
 08/16/2018 ,vmc,"Kindred, ND", United States , 46.667778 , -97.008056 ,schweizer,300,personal,unknown,no, N3625Z ,reciprocating,non-fatal,0,0,0,1,1,private,1
 08/15/2018 ,vmc,"Queenstown, South Africa", South Africa ,-31.892843,26.8776814,robinson,r22,unknown,maneuvering,no,,reciprocating,fatal(1),1,1,0,0,2,unknown,1
 08/10/2018 ,vmc,"Ocean City, MD", United States , 39.263611 , -74.607500 ,robinson,r22,personal,unknown,no, N92TR ,reciprocating,non-fatal,0,0,0,2,2,private,1
 08/10/2018 ,vmc,"Nakanojo, Japan", Japan , 36.646389 , 138.845555 ,bell,412,unknown,maneuvering,no,,turbine,fatal(9),9,0,0,0,9,unknown,2
 08/08/2018 ,vmc,"Honolulu, HI", United States ,21.304547,-157.8556764,hughes,369,unknown,unknown,no, N369MH ,turbine,non-fatal,0,0,0,4,4,unknown,1
 08/07/2018 ,vmc,"Basin City, WA", United States , 46.607222 , -119.291111 ,bell,206,aerial application,maneuvering,no, N607RA ,turbine,non-fatal,0,0,1,0,1,professional,1
 08/03/2018 ,vmc,"Mullen, NE", United States , 41.861111 , -101.289444 ,eurocopter,ec130,personal,maneuvering,no, N130TG ,turbine,non-fatal,0,1,0,1,2,private,1
 08/03/2018 ,vmc,"Midland, MI", United States , 43.663056 , -84.262222 ,brantly,b2,personal,maneuvering,no, N5901X ,reciprocating,non-fatal,0,0,2,0,2,private,1
 08/02/2018 ,unknown,"Custer, SD", United States ,43.766651,-103.598806,bell,47,instructional,landing,no, N347BH ,turbine,non-fatal,0,0,1,2,3,instructional,1
 08/01/2018 ,unknown,"Naunton Beauchamp, Worcestershire, United Kingdom", United Kingdom ,52.1699364,-2.0548169,robinson,r22,personal,landing,no,,reciprocating,non-fatal,0,0,0,2,2,private,1
 07/29/2018 ,unknown,"Bettles, AK", United States , 66.860556 , -151.645277 ,robinson,r44,public aircraft,unknown,no, N744AK ,reciprocating,non-fatal,0,0,0,3,3,professional,1
 07/27/2018 ,vmc,"Elma, IA", United States , 43.334722 , -92.384444 ,robinson,r44,aerial application,unknown,no, N466EL ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 07/27/2018 ,vmc,"Lantana, FL", United States , 26.592777 , -80.085277 ,robinson,r44,instructional,landing,no, N479AT ,reciprocating,non-fatal,0,0,1,1,2,instructional,1
 07/26/2018 ,vmc,"Le Sueur, MN", United States , 44.471389 , -93.744722 ,eurocopter,47,aerial application,unknown,no, N9005T ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 07/25/2018 ,unknown,"Kobuk, AK", United States , 66.935555 , -156.773056 ,eurocopter,as350,unknown,unknown,no, N354LA ,turbine,non-fatal,0,0,1,0,1,unknown,1
 07/24/2018 ,unknown,"Oakdale, CA", United States , 37.798333 , -120.722223 ,bell,uh1,firefighting,landing,no, N107CH ,turbine,non-fatal,0,0,1,1,2,professional,1
 07/20/2018 ,unknown,"Wolfsberg, Austria", Austria ,46.8390583,14.8452061,aerospatiale,as350,unknown,maneuvering,no, N36033 ,turbine,non-fatal,0,0,0,1,1,unknown,1
 07/20/2018 ,vmc,"Todd Mission, TX", United States , 30.251944 , -95.844722 ,bell,206,personal,takeoff,no, N352CT ,turbine,non-fatal,0,0,2,2,4,private,1
 07/16/2018 ,vmc,"New Castle, IN", United States , 39.564722 , -85.235555 ,bell,206,aerial application,takeoff,no, N39LR ,turbine,non-fatal,0,0,0,1,1,professional,1
 07/15/2018 ,vmc,"Franklin, IN", United States , 39.426389 , -86.058333 ,bell,47,personal,maneuvering,no, N8568F ,reciprocating,non-fatal,0,1,0,0,1,private,1
 07/14/2018 ,vmc,"Stewartstown, PA", United States , 39.796389 , -76.646111 ,schweizer,269,personal,approach,no, N411HU ,reciprocating,non-fatal,0,0,2,0,2,private,1
 07/13/2018 ,vmc,"Musile del Piave, Italy", Italy , 45.568056 , 12.580556 ,aero_eli_servizi,222,personal,takeoff,no,,reciprocating,fatal(1),1,0,0,0,1,private,2
 07/11/2018 ,vmc,"Domecko, Poland", Poland , 50.624445 , 17.856944 ,robinson,r44,unknown,cruise,no,,reciprocating,fatal(2),2,1,0,0,3,unknown,1
 07/09/2018 ,vmc,"Rulo, NE", United States , 40.020000 , -95.430000 ,robinson,r44,aerial application,takeoff,no, N144DJ ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 07/08/2018 ,vmc,"Okawville, IL", United States , 38.517500 , -89.565556 ,robinson,r44,aerial application,unknown,no, N944DC ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 07/08/2018 ,vmc,"Williamsburg, VA", United States , 37.288333 , -76.729445 ,robinson,r44,personal,cruise,no, N616HS ,reciprocating,fatal(2),2,0,0,0,2,private,1
 07/07/2018 ,vmc,"Kanaš, Slovakia", Slovakia , 49.053056 , 21.229723 ,robinson,r44,unknown,takeoff,no,,reciprocating,fatal(1),1,0,0,0,1,unknown,1
 07/07/2018 ,vmc,"Chicago, IL", United States , 41.715278 , -87.624445 ,eurocopter,ec135,unknown,maneuvering,no, N312SA ,turbine,non-fatal,0,1,2,1,4,unknown,2
 07/06/2018 ,vmc,"Bentley, IL", United States , 40.330000 , -91.180000 ,bell,206,aerial application,maneuvering,no, N224KM ,turbine,non-fatal,0,0,0,1,1,professional,1
 07/06/2018 ,vmc,"Arlington, IN", United States , 39.633056 , -85.635833 ,bell,47,aerial application,maneuvering,no, N96195 ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 07/04/2018 ,vmc,"Majuro, MH", United States , -1.560000 , 167.560000 ,hughes,369,aerial observation,takeoff,no, N8648F ,turbine,fatal(2),2,0,0,0,2,professional,1
 07/02/2018 ,vmc,"Georgetown, TX", United States , 30.679445 , -97.678334 ,robinson,r22,instructional,approach,no, N830J ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 07/02/2018 ,vmc,"Aguilares, TX", United States , 27.150000 , -99.110000 ,amateur,amateur,personal,unknown,yes, N326RW ,reciprocating,non-fatal,0,1,0,0,1,private,1
 06/30/2018 ,vmc,"Rio Grande, PR", United States , 18.401944 , -65.773611 ,bell,206,personal,cruise,no, N10CV ,turbine,fatal(1),1,0,3,0,4,private,1
 06/29/2018 ,vmc,"Sterling City, TX", United States , 31.860000 , -101.086111 ,robinson,r22,other work use,landing,no, N787SH ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 06/26/2018 ,unknown,"Encino, TX", United States ,34.1591324,-118.5016166,robinson,r22,business,unknown,no, N122CH ,reciprocating,non-fatal,0,0,2,0,2,professional,1
 06/25/2018 ,vmc,"Beach City, OH", United States , 40.646389 , -81.555833 ,amateur,amateur,personal,takeoff,yes, N32KS ,reciprocating,non-fatal,0,1,0,0,1,private,1
 06/19/2018 ,vmc,"Cordova, AK", United States , 60.675000 , -144.741944 ,robinson,r66,unknown,landing,no, N7040P ,turbine,non-fatal,0,0,0,3,3,unknown,1
 06/19/2018 ,vmc,"Raleigh, NC", United States , 35.731945 , -78.628611 ,bell,oh58,public aircraft - state,takeoff,no, N303HP ,turbine,non-fatal,0,0,2,0,2,professional,1
 06/17/2018 ,vmc,"Orondo, WA", United States , 47.866111 , -119.942777 ,bell,206,business,unknown,no, N2762P ,turbine,non-fatal,0,0,0,1,1,professional,1
 06/17/2018 ,vmc,"Sterling City, TX", United States , 31.833056 , -100.980834 ,robinson,r22,business,unknown,no, N410MM ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 06/16/2018 ,vmc,"Yabucoa, PR", United States , 18.051111 , -65.879445 ,md_helicopters,369,external load,maneuvering,no, N900FF ,turbine,non-fatal,0,0,0,1,1,professional,1
 06/13/2018 ,unknown,"Waiouru, New Zealand", New Zealand ,-39.4772125,175.6697752,md_helicopters,600,unknown,unknown,no,,turbine,non-fatal,0,5,0,0,5,unknown,1
 06/13/2018 ,vmc,"Las Vegas, NV", United States , 36.210556 , -115.194444 ,schweizer,269,personal,standing,no, N557DC ,reciprocating,non-fatal,0,0,1,0,1,private,1
 06/09/2018 ,vmc,"Oshkosh, WI", United States , 44.017223 , -88.549444 ,robinson,r44,business,takeoff,no, N529DW ,reciprocating,fatal(1),1,0,0,0,1,professional,1
 06/07/2018 ,vmc,"FORT MORGAN, AL", United States , 30.222223 , -88.018056 ,robinson,r44,ferry,unknown,no, N755KT ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 06/05/2018 ,vmc,"Sanders, KY", United States , 38.660556 , -85.053056 ,bell,206,aerial observation,maneuvering,no, N518Z ,turbine,non-fatal,0,0,2,0,2,professional,1
 05/30/2018 ,imc,"North Aldborough, United Kingdom", United Kingdom ,54.0911361,-1.3804879,bell,206,unknown,cruise,no,,turbine,fatal(1),1,0,0,0,1,unknown,1
 05/29/2018 ,unknown,"Wikieup, AZ", United States ,34.7033462,-113.6113242,md_helicopters,369,external load,unknown,no, N975BW ,turbine,non-fatal,0,0,0,1,1,professional,1
 05/25/2018 ,vmc,"Olympia, WA", United States , 46.965278 , -122.893611 ,bell,uh1,flight test,takeoff,no, N111DR ,turbine,non-fatal,0,1,1,0,2,professional,1
 05/25/2018 ,unknown,"Ciudad Valles, Mexico", Mexico ,22.0757924,-99.0733757727894,bell,47,unknown,maneuvering,no,,turbine,fatal(1),1,0,0,0,1,unknown,1
 05/20/2018 ,vmc,"LULING, LA", United States , 29.879167 , -90.403611 ,md_helicopters,369,other work use,maneuvering,no, N362JS ,turbine,fatal(1),1,1,1,0,3,professional,1
 05/19/2018 ,vmc,"Stoneburg, TX", United States , 33.706944 , -97.916667 ,hughes,369,business,maneuvering,no, N369GK ,turbine,non-fatal,0,4,0,0,4,professional,1
 05/18/2018 ,vmc,"Yakutat, AK", United States , 59.083334 , -138.200278 ,aerospatiale,as350,unknown,standing,no, N288CH ,turbine,non-fatal,0,0,0,3,3,unknown,1
 05/17/2018 ,unknown,"Valle Nuevo, Dominican Republic", Dominican Republic ,18.80823025,-70.6889340452431,sikorsky,s76,unknown,takeoff,no, N76VR ,turbine,non-fatal,0,0,0,8,8,unknown,2
 05/11/2018 ,vmc,"Yuma, AZ", United States , 32.686111 , -114.723889 ,bell,oh58,aerial application,maneuvering,no, N82857 ,turbine,non-fatal,0,0,0,1,1,professional,1
 05/10/2018 ,vmc,"Kerens, TX", United States , 32.005833 , -96.150556 ,enstrom,280,personal,maneuvering,no, N67RE ,reciprocating,non-fatal,0,1,0,0,1,private,1
 05/09/2018 ,vmc,"Barra da Tijuca, Brazil", Brazil , -23.013333 , -76.400000 ,bell,206,business,unknown,no,,turbine,fatal(1),1,0,3,0,4,professional,1
 05/04/2018 ,unknown,"Curitibanos, Brazil", Brazil , -27.266389 , -50.582500 ,pzl,sw4,unknown,approach,no,,turbine,non-fatal,0,0,0,5,5,unknown,1
 05/04/2018 ,unknown,"East Troy, WI", United States ,42.7851871,-88.4054374,robinson,r44,instructional,maneuvering,no, N444VH ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 05/02/2018 ,vmc,"Iron Station, NC", United States , 35.440000 , -81.120000 ,amateur,amateur,personal,maneuvering,yes, N725JC ,reciprocating,non-fatal,0,0,1,0,1,private,1
 05/02/2018 ,vmc,"Cacao, French Guiana", French Guiana , 4.327778 , -52.622500 ,bell,206,business,unknown,no,,turbine,fatal(2),2,1,0,0,3,professional,1
 05/02/2018 ,vmc,"Panama City, FL", United States , 30.173889 , -85.807500 ,robinson,r22,positioning,unknown,no, N923SM ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 05/01/2018 ,vmc,"Mabula, South Africa", South Africa ,-29.3375,27.265,robinson,r44,unknown,cruise,no,,reciprocating,fatal(2),2,0,0,0,2,unknown,1
 05/01/2018 ,unknown,"Portland, OR", United States , 45.701389 , -122.850278 ,robinson,r22,personal,maneuvering,no, N7526S ,reciprocating,non-fatal,0,1,0,0,1,private,1
 04/30/2018 ,vmc,"Borrego Springs, CA", United States , 33.220278 , -116.276667 ,robinson,r44,business,unknown,no, N423ML ,reciprocating,non-fatal,0,0,0,4,4,professional,1
 04/29/2018 ,vmc,"Newark, OH", United States , 40.130000 , -82.290000 ,hughes,369,business,maneuvering,no, N175JL ,turbine,non-fatal,0,0,0,2,2,professional,1
 04/26/2018 ,vmc,"Hazelhurst, WI", United States , 45.754444 , -89.695833 ,eurocopter,as350,positioning,cruise,no, N127LN ,turbine,fatal(3),3,0,0,0,3,professional,1
 04/24/2018 ,vmc,"Albion, NY", United States , 43.296389 , -78.222500 ,amateur,amateur,personal,unknown,yes, N911CY ,reciprocating,non-fatal,0,1,0,0,1,private,1
 04/19/2018 ,vmc,"Fairbanks, AK", United States , 64.813889 , -147.921945 ,robinson,r44,personal,maneuvering,no, N511CC ,reciprocating,non-fatal,0,0,0,1,1,private,1
 04/18/2018 ,vmc,"Sonora, TX", United States , 30.211667 , -100.477500 ,robinson,r44,aerial observation,maneuvering,no, N4487D ,reciprocating,non-fatal,0,0,0,2,2,professional,1
 04/17/2018 ,unknown,"Talbingo NSW, Australia", Australia , -35.795555 , 148.356389 ,bell,uh1,unknown,unknown,no,,turbine,non-fatal,0,1,0,0,1,unknown,1
 04/17/2018 ,unknown,"Nova Esperanca, Brazil", Brazil , -22.203056 , -52.262500 ,bell,407,public aircraft,cruise,no,,turbine,non-fatal,0,0,0,4,4,professional,1
 04/15/2018 ,vmc,"Vereda Plateado, Colombia", Colombia ,2.4654188,-77.2389169,bell,206,unknown,maneuvering,no,,turbine,fatal(1),1,0,2,0,3,unknown,1
 04/11/2018 ,unknown,"Vereda Plateado, Colombia", Colombia ,2.4654188,-77.2389169,bell,206,unknown,landing,no,,turbine,non-fatal,0,0,0,1,1,unknown,1
 04/10/2018 ,vmc,"Franklin, CA", United States , 38.308611 , -121.428334 ,robinson,r22,instructional,landing,no, N622MP ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 04/08/2018 ,vmc,"Smethport, PA", United States , 41.828334 , -78.419445 ,md_helicopters,600,other work use,maneuvering,no, N602BP ,turbine,fatal(2),2,1,0,0,3,professional,1
 04/05/2018 ,vmc,"Crestet, France", France , 44.214444 , 5.105000 ,amateur,amateur,unknown,cruise,yes,,reciprocating,fatal(1),1,0,0,0,1,unknown,1
 04/05/2018 ,vmc,"Libourne, France", France , 44.986111 , -0.138055 ,bell,47,instructional,unknown,no,,reciprocating,fatal(2),2,0,0,0,2,instructional,1
 04/01/2018 ,vmc,"Rosario, Brazil", Brazil , -2.905833 , 44.166111 ,robinson,r44,unknown,cruise,no,,reciprocating,fatal(4),4,0,0,0,4,unknown,1
 03/25/2018 ,unknown,"Koblenz-Winningen, Germany", Germany , 50.325000 , 7.533056 ,amateur,amateur,unknown,unknown,yes,,reciprocating,non-fatal,0,0,0,2,2,unknown,1
 03/23/2018 ,vmc,"Farmingdale, NY", United States , 40.729445 , -73.414167 ,robinson,r22,instructional,maneuvering,no, N72QC ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 03/21/2018 ,unknown,"Hardy Reef, Queensland, Australia", Australia ,-19.76476665,149.244955722682,eurocopter,ec120,unknown,go-around,no,,turbine,fatal(2),2,0,2,1,5,unknown,1
 03/19/2018 ,unknown,"Bloemfontein, South Africa", South Africa , -29.033611 , 26.157222 ,robinson,r22,unknown,maneuvering,no,,reciprocating,non-fatal,0,0,0,1,1,unknown,1
 03/14/2018 ,vmc,"San Antonio, TX", United States , 29.336944 , -98.471111 ,hughes,269,personal,cruise,no, N11047 ,reciprocating,non-fatal,0,0,2,0,2,private,1
 03/11/2018 ,vmc,"New York, NY", United States , 40.773611 , -73.939444 ,eurocopter,as350,aerial observation,standing,no, N350LH ,turbine,fatal(5),5,0,1,0,6,professional,1
 03/10/2018 ,vmc,"Jacksonville, FL", United States , 30.387777 , -81.524167 ,hughes,269,personal,unknown,no, N9020M ,reciprocating,non-fatal,0,0,0,1,1,private,1
 03/07/2018 ,vmc,"Blair, WI", United States , 44.304444 , -91.000000 ,hughes,369,external load,maneuvering,no, N499SL ,turbine,non-fatal,0,1,0,1,2,professional,1
 03/04/2018 ,vmc,"Sheboygan, WI", United States , 43.764444 , -87.851389 ,bolkow,bk117,unknown,approach,no, N1174U ,turbine,non-fatal,0,0,0,3,3,unknown,2
 02/28/2018 ,vmc,"Ogies, South Africa", South Africa , -26.036944 , 28.898889 ,robinson,r44,unknown,cruise,no,,reciprocating,fatal(2),2,0,0,0,2,unknown,1
 02/28/2018 ,vmc,"Pixley, CA", United States , 35.936389 , -119.192500 ,bell,47,aerial application,maneuvering,no, N7800S ,reciprocating,non-fatal,0,1,0,0,1,professional,1
 02/24/2018 ,vmc,"Talkeetna, AK", United States , 62.169445 , -149.689722 ,robinson,r44,personal,landing,no, N7519G ,reciprocating,non-fatal,0,0,0,1,1,private,1
 02/24/2018 ,vmc,"Woodland, CA", United States , 38.593055 , -121.838889 ,robinson,r44,business,unknown,no, N630ML ,reciprocating,non-fatal,0,0,1,0,1,professional,1
 02/19/2018 ,vmc,"Marshall Islands, Marshall Islands", Marshall Islands , 34.980000 , 159.980000 ,hughes,369,aerial observation,maneuvering,no, N501VS ,turbine,non-fatal,0,0,2,0,2,professional,1
 02/18/2018 ,imc,"New Iberia, LA", United States , 30.037222 , -91.881667 ,sikorsky,s76,unknown,unknown,no, N860AL ,turbine,non-fatal,0,0,0,5,5,unknown,2
 02/14/2018 ,vmc,"Charleston, SC", United States , 32.491389 , -79.544444 ,robinson,r22,instructional,takeoff,no, N337H ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 02/13/2018 ,vmc,"Wadsworth, TX", United States , 28.781667 , -95.930278 ,robinson,r22,other work use,takeoff,no, N843SH ,reciprocating,non-fatal,0,0,1,1,2,professional,1
 02/13/2018 ,vmc,"Stockbridge, MI", United States , 42.450000 , -84.263056 ,schweizer,269,personal,maneuvering,no, N471RA ,reciprocating,non-fatal,0,0,2,0,2,private,1
 02/12/2018 ,vmc,"Heber City, UT", United States , 40.330000 , -111.043611 ,hughes,369,other work use,maneuvering,no, N338HW ,turbine,non-fatal,0,0,0,2,2,professional,1
 02/10/2018 ,vmc,"Peach Springs, AZ", United States , 35.967223 , -113.768889 ,eurocopter,ec130,unknown,maneuvering,no, N155GC ,turbine,fatal(3),3,4,0,0,7,unknown,1
 02/05/2018 ,vmc,"Lanyu, Taiwan", Taiwan , 22.014722 , 121.541666 ,sikorsky,uh60,unknown,cruise,no, NA706 ,turbine,fatal(6),6,0,0,0,6,unknown,2
 02/04/2018 ,unknown,"Uetersen, Germany", Germany ,53.6851608,9.669827,bell,206,unknown,cruise,no,,turbine,non-fatal,0,0,1,0,1,unknown,1
 02/02/2018 ,vmc,"St Joachim de Courval, Canada", Canada , 46.134166 , -70.665556 ,robinson,r44,personal,cruise,no,,reciprocating,fatal(3),3,0,0,0,3,private,1
 02/01/2018 ,vmc,"Wrightwood, CA", United States , 34.208889 , -117.403611 ,hughes,369,unknown,landing,no, N618SG ,turbine,non-fatal,0,0,0,3,3,unknown,1
 02/01/2018 ,vmc,"Marchwood, Hampshire", United Kingdom ,50.88780125,-1.44832575188285,sikorsky,s61,unknown,maneuvering,no,,turbine,Non-Fatal,0,0,0,0,0,unknown,2
 01/30/2018 ,vmc,"Newport Beach, CA", United States , 33.654167 , -117.871389 ,robinson,r44,personal,takeoff,no, N7530R ,reciprocating,fatal(3),3,1,1,0,5,private,1
 01/29/2018 ,vmc,"Zebulon, GA", United States , 33.134444 , -84.321111 ,bell,oh58,instructional,unknown,no, N942SC ,turbine,non-fatal,0,0,0,2,2,instructional,1
 01/28/2018 ,vmc,"Homstead, FL", United States , 25.476111 , -80.373889 ,robinson,r22,other work use,maneuvering,no, N127AG ,reciprocating,non-fatal,0,0,0,1,1,professional,1
 01/28/2018 ,vmc,"Harrisville, NY", United States , 44.297777 , -75.246944 ,amateur,amateur,personal,unknown,yes, N4045 ,reciprocating,non-fatal,0,0,0,1,1,private,1
 01/27/2018 ,vmc,"Pomeroy, WA", United States , 46.605000 , -117.669723 ,hughes,369,other work use,maneuvering,no, N369TH ,turbine,fatal(1),1,2,0,0,3,professional,1
 01/26/2018 ,vmc,"Loveland, CO", United States , 40.440000 , -105.007222 ,robinson,r44,personal,approach,no, N878BC ,reciprocating,non-fatal,0,0,1,2,3,private,1
 01/26/2018 ,unknown,"Pacific Ocean, Japan", Japan , 35.245555 , 157.236389 ,eurocopter,puma,other work use,unknown,no, N339EV ,turbine,non-fatal,0,0,0,2,2,professional,2
 01/24/2018 ,vmc,"Fort Lauderdale, FL", United States , 26.120556 , -80.140000 ,schweizer,269,instructional,takeoff,no, N3947C ,reciprocating,non-fatal,0,0,0,2,2,instructional,1
 01/23/2018 ,vmc,"Recife, Brazil", Brazil ,-8.0641931,-34.8781517,robinson,r44,aerial observation,maneuvering,no,,reciprocating,fatal(2),2,1,0,0,3,professional,1
 01/23/2018 ,vmc,"Oberhausen-Rheinhausen, Germany", Germany ,49.265693,8.4742964,eurocopter,ec135,unknown,cruise,no,,turbine,fatal(4),4,0,0,0,4,unknown,2
 01/22/2018 ,vmc,"Cahokia, IL", United States , 38.571389 , -90.154444 ,guimbal,cabri,instructional,unknown,no, N989HH ,reciprocating,non-fatal,0,0,2,0,2,instructional,1
 01/21/2018 ,vmc,"LOXAHATCHEE, FL", United States , 26.729445 , -80.311667 ,amateur,amateur,personal,takeoff,yes, UNREG ,reciprocating,non-fatal,0,1,0,0,1,private,1
 01/17/2018 ,unknown,"Ayers Rock, Australia", Australia , -25.276111 , 130.968334 ,robinson,r44,unknown,takeoff,no,,reciprocating,non-fatal,0,2,2,0,4,unknown,1
 01/17/2018 ,vmc,"Raton, NM", United States , 36.704444 , -104.286666 ,bell,uh1,personal,cruise,no, N658H ,turbine,fatal(5),5,1,0,0,6,private,1
 01/15/2018 ,imc,"Perrysburg, OH", United States , 41.501667 , -83.445277 ,md_helicopters,369,aerial observation,maneuvering,no, N4QX ,turbine,fatal(2),2,0,0,0,2,professional,1
 01/12/2018 ,vmc,"Van Nuys, CA", United States , 34.209722 , -118.489722 ,bell,uh1,positioning,unknown,no, N205KS ,turbine,non-fatal,0,0,0,2,2,professional,1
